0,1,2,3
48743.095688819885,45343.37036550045,45011.31116390228,43598.992460370064
46564.39000874758,46793.25239598751,43594.273648262024,40597.52057492733
46048.58017235994,46339.5038408041,40604.30890798569,38280.807520747185
46054.603087008,40618.34969460964,38300.72513818741,41300.250760912895
40596.26897126436,38283.58311355114,39393.14611911774,40843.27618777752
38285.405357182026,39390.6185644865,40841.73469901085,44724.203174710274
42455.5988740921,43073.01914572716,43699.98356103897,44265.14766782522
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25342643261
42455.59963494539,43073.13023030758,43699.98356103897,44265.25190472603
42455.59963494539,46699.285492897034,47125.43561667204,48227.03477084637
46701.99336975813,47127.992844581604,48229.992968440056,49263.99106860161
47127.99132287502,48231.207290291786,49264.20715093613,50039.48013305664
42455.59735238552,43072.673718333244,43699.989647865295,44266.19840621948
49263.93933057785,50038.60819518566,52237.83484935761,51991.10230088235
50039.27318096161,52240.47501027585,51992.59052991868,51913.05092692376
52240.92695713044,51992.13249623776,51916.26172780991,48416.71701788902
50193.85422229767,49277.79751241207,49328.39882135391,50128.5654014349
51097.626194953926,50468.08857381344,50487.62272119522,51322.65464246274
52981.62067890168,48718.19904744625,52011.56925439835,52674.58137691022
50384.63970661163,53501.56803548337,53248.80192041398,53726.08062446118
51681.08501911164,54549.4760555029,54199.3207192421,54572.9407709837
53986.872220039375,52014.23984944821,52254.6527504921,52144.138810038574
55086.591305732734,54516.753277182586,53950.0043129921,53691.50745093823
52259.77177143098,52154.480327963836,51600.19718408585,51258.28645408154
61114.20498371125,59373.7485164404,58655.85148096085,58497.08118140698
61062.78347492219,59267.78904378415,58562.3578286171,58471.321732401855
61025.77557086945,59232.72892415524,58540.54264307023,58435.36076247693
51506.173977851875,51632.4741023779,54339.56119775773,54118.72961699963
51624.79404926301,52032.93857991696,51724.85538721085,51620.64739882947
52187.89852619172,52578.318218588836,51622.01236963273,52125.074869990356
53657.69665241242,53889.56669270993,55068.81168603898,55332.38191783429
51620.70370197297,52122.536663413055,55280.73063135148,55508.91205489636
53857.73411273957,51365.23807942868,55794.9457192421,56036.20164573193
52633.16204547883,52986.57383382321,56779.7455239296,56827.85427749158
53545.30949115754,56505.83073079587,56066.07731103898,56236.872135996826
53165.68630695344,53486.764873862274,56820.25943994523,56868.100373148925
